status_title,status,user_id,tag_id,booking_status,since,type,offer_id,stage,until
rental.status.on_hold.title,on_hold,,e1664bb8-ebae-493d-ad19-f4ced83a02b8,,1722325740,on_hold,,,1724917740
rental.status.on_hold.title,on_hold,,c40d1f53-5f17-4993-9ea5-629670d915d3,,1721728800,on_hold,,,1722333600
rental.status.on_hold.title,on_hold,,0c5ac44d-b2ad-48b0-b06e-dd7905d70451,,1722407100,on_hold,,,1724999100
rental.status.on_hold.title,on_hold,,81184c4c-3c9e-46e3-95ba-7c2104f82f77,,1719734400,on_hold,,,1722326400
rental.status.on_hold.title,on_hold,,afa55541-b50d-4f94-8ac1-9986e117fb9f,,1718521500,on_hold,,,1724051100
rental.status.on_hold.title,on_hold,,5cabc26e-a1c4-4cd6-9b44-ecc271b35b3e,,1721982840,on_hold,,,1724574840
rental.status.on_hold.title,on_hold,,fe6a23bd-85fb-4844-a066-ee3e7f970989,,1709100960,on_hold,,,1722060960
rental.status.on_hold.title,on_hold,,1a0ab4d0-e2ce-43f4-bd77-57c37e6f9ac1,,1722060960,on_hold,,,1724652960
rental.status.on_hold.title,on_hold,,626b884e-e8d8-4324-a6ad-3e743c5ca8db,,1711195440,on_hold,,,1724155440
rental.status.on_hold.title,on_hold,,1e3a2b61-28ff-4bd5-8ec2-1a019deff433,,1720504560,on_hold,,,1723614960
rental.status.on_hold.title,on_hold,,2df0a5db-a028-4d10-96c8-96b25e3547ac,,1720339920,on_hold,,,1722154320
rental.status.on_hold.title,on_hold,,c43d5d96-dfc2-4478-9d86-96d33ba3f330,,1722154320,on_hold,,,1722759120
rental.status.on_hold.title,on_hold,,d95e6c0d-2961-4c88-b542-54ee3352a5ec,,1721819400,on_hold,,,1723374600
rental.status.on_hold.title,on_hold,,921f480d-f64a-47ee-8db9-4da6c61e9cf8,,1721801940,on_hold,,,1722752340
rental.status.on_hold.title,on_hold,,fde6957c-993f-41f2-8684-e9cf67dca7f3,,1721912640,on_hold,,,1724504640
rental.status.on_hold.title,on_hold,,a135b748-4bcc-4151-be85-2d1b97bf841b,,1721566200,on_hold,,,1722171000
rental.status.on_hold.title,on_hold,,614b6bb2-c56a-488c-b241-e14aada6055a,,1722328560,on_hold,,,1722414960
rental.status.on_hold.title,on_hold,,90713384-4856-48ba-bbd4-88f7e142a9b1,,1722435600,on_hold,,,1723126800
rental.status.on_hold.title,on_hold,,6e3ec28d-b36c-4566-a1e8-91bc725b4668,,1722329820,on_hold,,,1724921820
rental.status.on_hold.title,on_hold,,fb86f614-9d21-4ab0-838e-dcc719c6f41a,,1720101000,on_hold,,,1722693000
rental.status.on_hold.title,on_hold,,907e2a04-3cf2-4a98-ad1d-659eb3cf6fa9,,1721732220,on_hold,,,1722769020
rental.status.on_hold.title,on_hold,,376842bb-793d-4dc0-8a06-f0565c22e6d7,,1721892000,on_hold,,,1724484000
rental.status.on_hold.title,on_hold,,994c775e-16cd-4b99-883e-3d8771b23e67,,1717148520,on_hold,,,1722332520
rental.status.on_hold.title,on_hold,,f0533cb1-559c-4a4d-932b-c9f5430e46fb,,1722332520,on_hold,,,1724924520
rental.status.on_hold.title,on_hold,,04a83417-6083-4077-888d-2c54c1fdada0,,1717491120,on_hold,,,1722675120
rental.status.on_hold.title,on_hold,,44673d92-06b6-41aa-8bb1-241b1d508cd8,,1722150900,on_hold,,,1727334900
rental.status.on_hold.title,on_hold,,7660a5b7-5f35-4d87-bfbb-0e15a90a4a10,,1717949160,on_hold,,,1723133160
rental.status.on_hold.title,on_hold,,e50dfb87-603c-4744-a936-e55f48eeb775,,1720272720,on_hold,,,1722864720
rental.status.on_hold.title,on_hold,,40556171-9e6a-4f4b-a752-596cf66c428a,,1722308880,on_hold,,,1723345680
rental.status.on_hold.title,on_hold,,7e17f48c-339f-4d94-bee9-cf74cb16bcea,,1717676940,on_hold,,,1722083340
rental.status.on_hold.title,on_hold,,d060789e-2c56-4ffc-931f-e12c86ef806f,,1722293220,on_hold,,,1723589220
rental.status.on_hold.title,on_hold,,3f657efa-b405-4626-8336-636b24235cb7,,1720357260,on_hold,,,1722949260
rental.status.on_hold.title,on_hold,,4e2534d4-0fb6-459c-8b70-ea1b3968ea4b,,1722062820,on_hold,,,1722149220
rental.status.on_hold.title,on_hold,,1df40bf3-02d2-4347-97df-d6fc8900cf5b,,1722515160,on_hold,,,1722601560
rental.status.on_hold.title,on_hold,,a07cce8e-0545-4aee-ac22-37cb8f0f27de,,1710054300,on_hold,,,1723014300
Confirmed,confirmed,5285eccf-6ec3-419b-abbb-ca42fa701d5f,73721f68-78d9-4e7a-ab00-37c37149bc17,start_delayed,1720245600,booking,c833eaf5-0fc3-4a63-04fd-2d6b5ec72a31,prereservation,1722924000
rental.status.on_hold.title,on_hold,,e76bdd0c-b628-44e8-ab8a-0975bd64a009,,1721128620,on_hold,,,1722424620
rental.status.on_hold.title,on_hold,,81c2f9be-1456-4208-9819-96d9d04888e0,,1722532980,on_hold,,,1722878580
rental.status.on_hold.title,on_hold,,442dbae8-c88d-4484-8fef-1239aba6912c,,1721384520,on_hold,,,1723976520
rental.status.on_hold.title,on_hold,,212638e1-bd9d-41e3-a89f-8c84478d24a1,,1721977020,on_hold,,,1722236220
rental.status.on_hold.title,on_hold,,f7309b6d-b5f3-4e44-be7a-3261b4eb2806,,1722236220,on_hold,,,1724569020
rental.status.on_hold.title,on_hold,,8768f572-0d41-4479-ae17-e19de0b5d9b6,,1716808380,on_hold,,,1722424380
